Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
2:10	re18		rc://*/ta/man/translate/figs-metaphor	ὑμεῖς μάρτυρες καὶ ὁ Θεός, ὡς	1	Here Paul speaks as if he were summoning both the Thessalonians and God as **witnesses** to testify on their behalf before a judge. He means that both the Thessalonians and God know how he and his fellow workers acted. If it would be helpful in your language, you could use a similar figure of speech or state the meaning plainly. Alternate translation: “You and God can declare how” or “You and God know how”
2:10	il3e		rc://*/ta/man/translate/figs-doublet	ὡς ὁσίως, καὶ δικαίως, καὶ ἀμέμπτως	1	The terms **piously**, **righteously**, and **blamelessly** mean similar things. Paul is using the three terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with only one or two terms. Alternate translation: “righteously” or “properly and and purely”
2:11	oug6		rc://*/ta/man/translate/figs-ellipsis	ὡς ἕνα ἕκαστον ὑμῶν, ὡς πατὴρ τέκνα ἑαυτοῦ	1	Paul is leaving out some of the words that in many languages a sentence would need in order to be complete. You could supply these words from the previous verse if it would be clearer in your language (see [2:10](../02/10.md)). Alternate translation: “how we were with each one of you as a father is with his own children” or “how we treated each one of you as a father treats his own children”
2:11	i58m		rc://*/ta/man/translate/figs-simile	ὡς πατὴρ τέκνα ἑαυτοῦ	1	The point of Paul’s comparison is that Paul and his fellow workers are like fathers who model and instruct proper behavior for their **children**. If it would be helpful in your language, you could make the meaning more explicit. Alternate translation: “as a father teaches and trains his own children” or “we taught and disciplined you as fathers do with their own children”
2:12	clhg		rc://*/ta/man/translate/figs-explicit	παρακαλοῦντες ὑμᾶς, καὶ παραμυθούμενοι, καὶ μαρτυρόμενοι	1	Here, the words **exhorting**, **encouraging**, and **testifying** describe ways in which Paul and his fellow workers acted like fathers. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “by exhorting you and encouraging you and testifying to you”
2:12	m91e		rc://*/ta/man/translate/figs-doublet	παρακαλοῦντες ὑμᾶς, καὶ παραμυθούμενοι	1	The terms **exhorting** and **encouraging** mean similar things. Paul is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: “exhorting you”
2:12	obhe		rc://*/ta/man/translate/figs-explicit	μαρτυρόμενοι	1	Here Paul could be implying that he and his fellow workers testify: (1) about how believers should behave. Alternate translation: “testifying about proper behavior” (2) to the truth of the good news. Alternate translation: “testifying to the truth of the gospel”
2:12	udek		rc://*/ta/man/translate/figs-metaphor	εἰς τὸ περιπατεῖν ὑμᾶς	1	Paul speaks of behavior in life as if it were walking. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “in order that you might act” or “in order that you might live your lives”
2:12	go6b		rc://*/ta/man/translate/figs-possession	ἀξίως τοῦ Θεοῦ	1	Here, Paul is using the possessive form to describe what **God** considers to be worthy. If this is not clear in your language, you could express the idea in another way. Alternate translation: “in a way that honors God” or “in a way that God considers worthy”
2:12	v9ph		rc://*/ta/man/translate/figs-distinguish	τοῦ καλοῦντος ὑμᾶς	1	Here Paul is adding more information about God. He is not distinguishing between different gods. If it would be helpful in your language, you could use a form that clearly adds information instead of distinguishing between people. Alternate translation: “who is the one calling you”
2:12	vbd2		rc://*/ta/man/translate/figs-hendiadys	εἰς τὴν ἑαυτοῦ βασιλείαν καὶ δόξαν	1	Here, the phrase **kingdom and glory** could refer: (1) to two distinct things that God calls his people to participate in. Alternate translation: “into his own kingdom and his own glory” (2) to one thing described with two words connected by **and**. This is called hendiadys. Alternate translation: “into his own glorious kingdom”
2:13	au3b		rc://*/ta/man/translate/writing-pronouns	καὶ διὰ τοῦτο καὶ ἡμεῖς εὐχαριστοῦμεν τῷ Θεῷ ἀδιαλείπτως, ὅτι	1	Here, the word **this** could refer to: (1) what Paul is about to write, which he introduces with the word **that**. Alternate translation: “And here is why we also thank God constantly: it is that” (2) what Paul has already written about how Paul and his fellow workers preached and how the Thessalonians welcomed them. Alternate translation: “And because of those things, we also thank God constantly, that”
2:13	qy80		rc://*/ta/man/translate/figs-explicit	καὶ ἡμεῖς	1	Here, the word **also** could imply that: (1) Paul and his fellow workers thank God about the Thessalonians like other people do (see [1:8–10](../01/08.md)). Alternate translation: “we too” (2) Paul and his fellow workers are thanking God for additional things about the Thessalonians. Alternate translation: “we yet again”
2:13	zja7		rc://*/ta/man/translate/figs-hyperbole	ἀδιαλείπτως	1	Paul says **continually** here as a generalization for emphasis. If it would be helpful in your language, you could use a different way to express the emphasis. See how you translated the similar form in [1:2](../01/02.md). Alternate translation: “extremely often”
2:13	f6ta		rc://*/ta/man/translate/figs-metonymy	λόγον ἀκοῆς & λόγον ἀνθρώπων & λόγον Θεοῦ	1	In this verse, Paul uses the term **word** to mean a message that is spoken by using words. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “the spoken message of hearing … something spoken by men … something spoken by God”
2:13	ei3j		rc://*/ta/man/translate/figs-possession	λόγον ἀκοῆς παρ’ ἡμῶν τοῦ Θεοῦ	1	Here, Paul is using the possessive form to describe a **word** that he connects with **hearing** and with **God**. He could mean that: (1) the **word** allowed the Thessalonians to hear about **God**. Alternate translation: “the word in which you heard about God from us” (2) the **word** is what the Thessalonians heard from Paul and his fellow workers, and this **word** is about **God**. Alternate translation: “the word which you heard from us about God” (3) the **word** is from **God**, and the Thessalonians heard it from Paul and his fellow workers. Alternate translation: “the word from God which you heard from us”
2:13	inhn		rc://*/ta/man/translate/figs-gendernotations	ἀνθρώπων	1	Although the term **men** is masculine, Paul is using the word in a generic sense that includes both men and women. If it would be helpful in your language, you could use a phrase that makes this clear. Alternate translation: “of humans” or “of people”
2:13	z89g		rc://*/ta/man/translate/writing-pronouns	ὃς	1	Here, the word translated **which** could refer to: (1) **the word**. Alternate translation: “which word” (2) **God**. Alternate translation: “who”
2:13	ci1e		rc://*/ta/man/translate/figs-personification	ὃς καὶ ἐνεργεῖται	1	Here Paul refers to **the word of God** as if it were a person doing work. He means that God uses **the word** to work in the Thessalonians. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “through which God is also working” or “which is also effective”
2:14-15	mh8n		rc://*/ta/man/translate/translate-versebridge		0	To help your readers understand the author’s main point in this verse and the next one, you could combine both verses into a verse bridge. You could include what the unbelieving **Jews** did first and then include how the Thessalonians are **imitators** of the believers in Judea. Alternate translation: “For the Jews, the ones having killed both the Lord Jesus and the prophets and having persecuted us, made the churches of God that are in Judea in Christ Jesus suffer. Now you, brothers, became imitators of them, because the same things you also suffered from your own countrymen, just as they also from the Jews, the ones not being pleasing to God and {being} hostile to all men,”
2:14	xopt		rc://*/ta/man/translate/grammar-connect-words-phrases	γὰρ	1	Here, the word **For** introduces proof of how God’s message is working among the Thessalonians. If it would be helpful in your language, you could use a word or phrase that introduces proof or support for a claim. Alternate translation: “We know it is working in you because” or “Indeed,”
2:14	ij9j		rc://*/ta/man/translate/figs-possession	τῶν ἐκκλησιῶν τοῦ Θεοῦ	1	Here, Paul is using the possessive form to describe **churches** that belong to **God**. If this is not clear in your language, you could express the idea without using the possessive form. Alternate translation: “of the churches that belong to God”
2:14	g0t5		rc://*/ta/man/translate/figs-metaphor	ἐν Χριστῷ Ἰησοῦ	1	Here Paul uses the spatial metaphor **in Christ Jesus** to describe the union of believers with **Christ Jesus**. In this case, being **in Christ Jesus**, or united to Christ, explains that **churches** are truly believers and have a relationship with Christ. If it would be helpful in your language, you could use a phrase that indicates that these believers are united to Christ. Alternate translation: “and that are united to Christ Jesus” or “and that are in union with Christ Jesus”
2:14	dnw1		rc://*/ta/man/translate/writing-pronouns	τὰ αὐτὰ ἐπάθετε, καὶ ὑμεῖς ὑπὸ τῶν ἰδίων συμφυλετῶν, καθὼς καὶ αὐτοὶ ὑπὸ τῶν Ἰουδαίων	1	Here, the phrase **the same things** points to the phrase **just as they also from the Jews**. Paul means that the Thessalonians and the believers **in Judea** experienced the same kind of suffering and persecution. If it would be helpful in your language, you could make this idea more explicit. You may need to rearrange the end of the verse to do so. Alternate translation: “you also suffered from your own countrymen exactly what they also suffered from the Jews” or “whatever they also suffered from the Jews you also suffered from your own countrymen”
2:14	f37l		rc://*/ta/man/translate/figs-gendernotations	τῶν ἰδίων συμφυλετῶν	1	Although the term **countrymen** is masculine, Paul is using the word in a generic sense that includes both men and women. If it would be helpful in your language, you could use a phrase that makes this clear. Alternate translation: “others from your own country” or “people who live in your city”
2:14	d7qc		rc://*/ta/man/translate/figs-ellipsis	καὶ αὐτοὶ ὑπὸ	1	Paul is leaving out some of the words that in many languages a sentence would need in order to be complete. You could supply these words from earlier in the sentence if it would be clearer in your language. Alternate translation: “they also suffered these things from”
2:14	s27y		rc://*/ta/man/translate/figs-explicit	τῶν Ἰουδαίων	1	Here Paul is referring to Jewish people who did not believe in Jesus and who persecuted those who did believe in Jesus. He is not referring to Jewish people in general, since **the churches of God that are in Judea** were mostly Jewish people. If it would be helpful in your language, you could make it more explicit that Paul is speaking about **Jews** who did not believe and who persecuted other Jewish people who did believe. Alternate translation: “the Jews who did not believe in Jesus” or “the Jews who opposed Jesus”
2:15	a6xd		rc://*/ta/man/translate/writing-background	τῶν καὶ τὸν Κύριον ἀποκτεινάντων Ἰησοῦν, καὶ τοὺς προφήτας, καὶ ἡμᾶς ἐκδιωξάντων; καὶ Θεῷ μὴ ἀρεσκόντων, καὶ πᾶσιν ἀνθρώποις ἐναντίων	1	Paul provides this background information about “the Jews” to help readers understand exactly which Jews he is speaking about. Use the natural form in your language for expressing background information. Alternate translation: “by which I mean the Jews who in the past killed both the Lord Jesus and the prophets and persecuted us and who are not pleasing God and who are hostile to all men”
2:15	ucaz		rc://*/ta/man/translate/figs-events	τῶν καὶ τὸν Κύριον ἀποκτεινάντων Ἰησοῦν, καὶ τοὺς προφήτας, καὶ ἡμᾶς ἐκδιωξάντων	1	This list of those persecuted by the people whom Paul calls “the Jews” is not chronological but emphasizes the order of importance and intensity of persecution. If it would be helpful in your language, you could make the order of events clear. Alternate translation: “the ones having killed the prophets, then the Lord Jesus, and finally persecuting us”
2:15	wg1t		rc://*/ta/man/translate/figs-explicit	τοὺς προφήτας	1	Here, the phrase **the prophets** refers to the prophets who are mentioned in the Old Testament. These prophets were also Jewish and spoke God’s message to his people. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “the Jewish prophets” or “God’s prophets”
2:15	ywwr		rc://*/ta/man/translate/figs-hyperbole	πᾶσιν ἀνθρώποις	1	Paul says **all men** here as a generalization for emphasis. If it would be helpful in your language, you could use a different way to express the emphasis. Alternate translation: “to very many men” or “to the majority of men”
2:15	vfyv		rc://*/ta/man/translate/figs-gendernotations	πᾶσιν ἀνθρώποις	1	Although the term **men** is masculine, Paul is using the word in a generic sense that includes both men and women. If it would be helpful in your language, you could use a phrase that makes this clear. Alternate translation: “to all men and women”
2:16	u012		rc://*/ta/man/translate/grammar-connect-logic-result	κωλυόντων	1	Here, the word **forbidding** could introduce: (1) a reason why Paul says that the unbelieving Jews are not “pleasing to God” and are “hostile to all men” (see [2:15](../02/15.md)). Alternate translation: “because they forbid” or “which is because they forbid” (2) the means by which the unbelieving Jews act in ways that are not “pleasing to God” and “hostile to all men” (see [2:15](../02/15.md)). Alternate translation: “which they do by forbidding”
2:16	fo8c		rc://*/ta/man/translate/figs-explicit	λαλῆσαι	1	Here Paul implies that he and his fellow workers speaks the gospel. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “to speak the gospel”
2:16	r5fi		rc://*/ta/man/translate/grammar-connect-logic-goal	τοῖς ἔθνεσιν & ἵνα σωθῶσιν	1	Here, the clause **so that they might be saved** expresses the purpose for which Paul and his fellow workers **speak to the Gentiles**. If it would be helpful in your language, you could make this connection more explicit. Alternate translation: “to the Gentiles, which we do so that they might be saved”
2:16	ceve		rc://*/ta/man/translate/figs-activepassive	σωθῶσιν	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who does the action, it is clear from the context that it is God. Alternate translation: “God might save them”
2:16	z5fr		rc://*/ta/man/translate/figs-explicit	εἰς τὸ ἀναπληρῶσαι αὐτῶν τὰς ἁμαρτίας πάντοτε	1	Here Paul is referring to how the unbelieving Jews **fill up their sins**. He does not mean that **the Gentiles** who are saved are filling up their sins. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “so that these unbelieving Jews always fill up their sins”
2:16	n2ue		rc://*/ta/man/translate/figs-metaphor	εἰς τὸ ἀναπληρῶσαι αὐτῶν τὰς ἁμαρτίας πάντοτε	1	Here, Paul speaks of how the unbelieving Jews sin as if it were filling something up with sins. He could mean: (1) that they commit many sins all the time. Alternate translation: “so that they commit many sins at many times” (2) that they commit enough sins that God will punish them. Alternate translation: “so that they always commit enough sins for God to punish them”
2:16	jzjj		rc://*/ta/man/translate/figs-pastforfuture	ἔφθασεν & ἐπ’ αὐτοὺς ἡ ὀργὴ	1	Here Paul could be using the past tense phrase **has come upon them** to indicate that: (1) the **wrath** will **come** in the future. In this case, Paul uses the past tense to indicate that the **wrath** is certain or will be revealed soon. Alternate translation: “the wrath will certainly come upon them” or “the wrath will soon come upon them” (2) **wrath** has already **come** when Paul wrote this letter. In this case, at the time Paul wrote this letter, the unbelieving Jews were already experiencing the **wrath**. Alternate translation: “the wrath has already come upon them” (3) God had already revealed the **wrath** would eventually **come**. In this case, people already know about the **wrath** but will experience it in the future. Alternate translation: “it has already been revealed that the wrath will come upon them”
2:16	btod		rc://*/ta/man/translate/figs-explicit	ἡ ὀργὴ	1	Here Paul implies that **the wrath** is God’s **wrath**. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “God’s wrath”
2:16	uwuq		rc://*/ta/man/translate/figs-abstractnouns	ἔφθασεν & ἐπ’ αὐτοὺς ἡ ὀργὴ	1	If your language does not use an abstract noun for the idea of **wrath**, you could express the same idea in another way. See how you translated this word in [1:10](../01/10.md). Alternate translation: “God has punished them” or “they have been punished”
2:16	h8ib		rc://*/ta/man/translate/figs-idiom	εἰς τέλος	1	Here, the phrase **to the end** could mean that God’s **wrath has come up them**: (1) completely or totally. In this case, God reveals all of his **wrath**, not just some of it. Alternate translation: “totally” or “fully” (2) at a specific moment at the end of a period of time. In this case, the unbelieving Jews are sinning until God finally reveals his **wrath**. Alternate translation: “finally” or “at last” (3) at the end of this world. In this case, the **end** refers to when Jesus comes back. Alternate translation: “at the end of this world” or “when Jesus returns”
2:17	edb1		rc://*/ta/man/translate/grammar-connect-logic-contrast	δέ	1	Here, the word **But** introduces how Paul and his fellow workers act in contrast to the people that Paul has described in the previous verses. If it would be helpful in your language, you could use a word or phrase that introduces a contrast. Alternate translation: “On the other hand,”
2:17	yhhy		rc://*/ta/man/translate/figs-explicit	ἀπορφανισθέντες ἀφ’ ὑμῶν	1	Here Paul refers to how he and his fellow workers had to leave the Thessalonians soon after arriving in their city and preaching the good news to them. You can read about this in [Acts 17:1–10](../act/17/01.md). If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “having been forced to leave you” or “having had to go away from you”
2:17	ci7i		rc://*/ta/man/translate/figs-activepassive	ἀπορφανισθέντες	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you must state who did the action, [Acts 17:1–10](../act/17/01.md) shows that people who opposed Paul did it. Alternate translation: “opponents having separated us” or “persecution having separated us”
2:17	lmpu		rc://*/ta/man/translate/figs-idiom	πρὸς καιρὸν ὥρας	1	Here, the phrase **for the time of an hour** refers to a short span of time. If it would be helpful in your language, you could use a similar phrase or plain language. Alternate translation: “for a short time”
2:17	vr7v		rc://*/ta/man/translate/figs-metonymy	προσώπῳ οὐ καρδίᾳ	1	Here, the word **face** represents physical presence, and the word **heart** represents thoughts and desires. Paul means that he and his fellow workers thought and cared about the Thessalonians (**by heart**) even though they were not physically present in Thessalonica (**by face**). If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “by physical presence, not by feelings” or “in person, not in affection”
2:17	yxzu		rc://*/ta/man/translate/figs-doublet	περισσοτέρως ἐσπουδάσαμεν τὸ πρόσωπον ὑμῶν ἰδεῖν ἐν πολλῇ ἐπιθυμίᾳ	1	The terms **extremely eager** and **in much desire** mean similar things. Paul is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: “greatly desired to see your face” or “became filled with much eagerness to see your face”
2:17	ot1s		rc://*/ta/man/translate/figs-idiom	τὸ πρόσωπον ὑμῶν ἰδεῖν	1	The phrase **to see your face** refers to visiting someone and being with them. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “to visit you” or “to spend time with you”
2:17	jgi2		rc://*/ta/man/translate/figs-abstractnouns	ἐν πολλῇ ἐπιθυμίᾳ	1	If your language does not use an abstract noun for the idea of **desire**, you could express the same idea in another way. Alternate translation: “which we greatly desire” or “for which we yearn”
2:18	zlny		rc://*/ta/man/translate/grammar-connect-words-phrases	διότι	1	Here, the word **For** could introduce: (1) the basis or evidence for Paul’s claim in the previous verse that he and his fellow workers were eager to visit the Thessalonians. Alternate translation: “In fact,” or “You know that is true because” (2) an inference from Paul’s claim in the previous verse about how eager he and his fellow workers were to visit the Thessalonians. Alternate translation: “Therefore,” or “So then,”
2:18	pnw3		rc://*/ta/man/translate/figs-go	ἐλθεῖν	1	Your language may say “go” rather than **come** in contexts such as this. Alternate translation: “to go”
2:18	n0jl		rc://*/ta/man/translate/figs-ellipsis	ἐγὼ μὲν Παῦλος, καὶ ἅπαξ καὶ δίς	1	Paul is leaving out some of the words that in many languages a sentence would need in order to be complete. You could supply these words from earlier in the sentence if it would be clearer in your language. Alternate translation: “indeed I, Paul, desired to come to you both once and twice”
2:18	yj0w		rc://*/ta/man/translate/figs-idiom	καὶ ἅπαξ καὶ δίς	1	Here, the phrase **both once and twice** could mean that: (1) Paul tried to visit the Thessalonians multiple times. In this case, Paul does not clarify how many times he tried. Alternate translation: “many times” (2) Paul tried to visit them twice. Alternate translation: “two times” or “twice”
2:18	uuae		rc://*/ta/man/translate/figs-explicit	ἐνέκοψεν ἡμᾶς	1	Here Paul means that Satan prevented him and his fellow workers from visiting the Thessalonians. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “prevented us from doing so” or “made it impossible for us to come”
2:19	j7j5		rc://*/ta/man/translate/figs-rquestion	τίς γὰρ ἡμῶν ἐλπὶς ἢ χαρὰ ἢ στέφανος καυχήσεως? ἢ οὐχὶ καὶ ὑμεῖς, ἔμπροσθεν τοῦ Κυρίου ἡμῶν, Ἰησοῦ, ἐν τῇ αὐτοῦ παρουσίᾳ?	1	Paul is using the question form to to show the Thessalonians how much he and his fellow workers value and care about them. If you would not use the question form for this purpose in your language, you could translate these questions as statements or exclamations. Alternate translation: “For here is our hope and joy and crown of boasting: it is also you before our Lord Jesus at his coming!” or “For you are our hope and joy and crown of boasting before our Lord Jesus at his coming.”
2:19	mj9n		rc://*/ta/man/translate/figs-personification	τίς & ἡμῶν ἐλπὶς ἢ χαρὰ ἢ στέφανος καυχήσεως	1	In the next question, Paul identifies the **hope**, **joy**, and **crown** as the Thessalonians themselves. If it would be helpful in your language, you could express this question so that Paul is asking about people instead of things. Alternate translation: “who gives us hope and joy and a crown of boasting”
2:19	jfak		rc://*/ta/man/translate/figs-abstractnouns	τίς & ἡμῶν ἐλπὶς ἢ χαρὰ ἢ στέφανος καυχήσεως	1	If your language does not use abstract nouns for the ideas of **hope** and **joy**, you could express the same ideas in another way. Alternate translation: “what makes us hopeful or joyful or gives us a crown of boasting”
2:19	uvb4		rc://*/ta/man/translate/figs-possession	στέφανος καυχήσεως	1	Here, Paul is using the possessive form to describe a **crown** that enables or causes **boasting**. If this is not clear in your language, you could express the idea in another way. Alternate translation: “crown about which we boast”
2:19	e7tl		rc://*/ta/man/translate/figs-metaphor	στέφανος καυχήσεως	1	Here, Paul speaks of the honor and recognition that someone receives for accomplishing a task or goal as if it were a **crown**. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “reward about which we boast” or “honor about which we boast”
2:19	hrvb		rc://*/ta/man/translate/translate-textvariants	καυχήσεως	1	Here, many ancient manuscripts read **of boasting**. The ULT follows that reading. Other ancient manuscripts read “of great joy.” If a translation of the Bible exists in your region, you may wish to use the reading that it uses. If a translation of the Bible does not exist in your region, you may wish to use the reading of the ULT.
2:19	q7f2		rc://*/ta/man/translate/figs-infostructure	καυχήσεως? ἢ οὐχὶ καὶ ὑμεῖς, ἔμπροσθεν τοῦ Κυρίου ἡμῶν, Ἰησοῦ, ἐν τῇ αὐτοῦ παρουσίᾳ?	1	Here, the phrase **Or {is it} not even you** could: (1) introduce a second question that answers the first question. Paul is saying that the Thessalonians will be their **hope**, **joy**, and **crown** at Jesus’ coming. Alternate translation: “of boasting? In fact, is it not also you who are these things before our Lord Jesus at his coming?” (2) be a second question that answers the longer question that the phrase interrupts. In this case, you could use a form that marks the phrase as an interruption, or you could move it to the end of the verse. Alternate translation: “of boasting—is it not also you?—before our Lord Jesus at his coming?” or “of boasting before our Lord Jesus at his coming? Is it not also you?”
2:19	wf6q		rc://*/ta/man/translate/grammar-connect-words-phrases	ἢ	3	Here, the word **Or** introduces the correct answer to the question that Paul asked in the first half of the verse. If it would be helpful in your language, you could use a word or phrase that introduces a correct answer, or you could leave **Or** untranslated. Alternate translation: “Indeed,” or “In fact,”
2:19	h7gh		rc://*/ta/man/translate/figs-explicit	ἔμπροσθεν τοῦ Κυρίου ἡμῶν, Ἰησοῦ	1	Here, the phrase **before our Lord Jesus** implies that Paul, his fellow workers, and the Thessalonians will be examined by **the Lord Jesus**. Paul is confident that Jesus will approve of the Thessalonians, which will give Paul and his fellow workers honor and joy. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “before our Lord Jesus when he examines everyone” or “when we all are judged by the Lord Jesus”
2:19	on7u		rc://*/ta/man/translate/figs-exclusive	ἡμῶν	2	Here, the word **our** includes Paul, Silvanus, Timothy, the Thessalonians, and all believers. Your language may require you to mark this form.
2:19	mksc		rc://*/ta/man/translate/figs-explicit	ἐν τῇ αὐτοῦ παρουσίᾳ	1	Here, the phrase **his coming** refers to the specific time in the future when Jesus will come back to earth, judge everyone, punish unbelievers, and reward believers. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “when he comes back to earth” or “at his return to us”
2:20	l3m0		rc://*/ta/man/translate/grammar-connect-words-phrases	γάρ	1	Here, the word **For** could introduce: (1) a restatement of the point that Paul made in the previous verse (See: [2:19](../02/19.md)). Alternate translation: “Yes,” (2) the basis for the point that Paul made in the previous verse (See: [2:19](../02/19.md)). Alternate translation: “That is because”
2:20	nlbd		rc://*/ta/man/translate/figs-abstractnouns	ἐστε ἡ δόξα ἡμῶν, καὶ ἡ χαρά	1	If your language does not use abstract nouns for the ideas of **glory** and **joy**, you could express the same ideas in another way. Alternate translation: “cause us to feel glorious and joyful” or “glorify us and make us happy”
3:intro	j379				0	# 1 Thessalonians 3 General Notes\n\n## Structure and Formatting\n\n5. Timothy’s visit and good news (3:1–10)\n6. A benediction (3:11–13)\n\n## Religious and Cultural Concepts in This Chapter\n\n### Timothy’s return to Paul\n\nAfter Paul, Timothy, and Silvanus left Thessalonica, they visited a city named Berea. Then, they visited a city named Athens. In [3:1](../03/01.md), Paul mentions that he and Silvanus stayed in Athens and sent Timothy to visit the Thessalonians. Eventually, Paul left Athens and went to Corinth. While he was in Corinth, Timothy returned from visiting the Thessalonians (see [Acts 18:1–5](../act/18/01.md)). In this chapter, Paul explains how happy he and his fellow workers became when they heard good news from Timothy about the Thessalonians. In fact, Timothy’s return to Paul is the reason why Paul wrote this letter.\n\n### Afflictions\n\nThroughout this chapter, Paul refers to how he, his fellow workers, and other believers (including the Thessalonians) are or will experience afflictions. When Paul and his fellow workers visited Thessalonica and a nearby town named Berea, some other Jewish people tried to hurt them and have them arrested. These people also persecuted anyone who believed the gospel. You can read about these afflictions in [Acts 17:1–15](../act/17/01.md). Make sure that your translation clearly indicates this kind of persecution.\n\n### Paul’s prayer\n\nIn [3:11–13](../03/11.md), Paul includes a prayer that God would enable him and his fellow workers to visit the Thessalonians and that God would strengthen and bless the Thessalonians. Paul refers to God in the third person in this prayer, which was a common practice for this kind of prayer. Consider how you might include a prayer to God within a letter in your culture.
3:1	zvgz		rc://*/ta/man/translate/grammar-connect-logic-result	διὸ	1	Here, the word **Therefore** introduces an inference or result based on what Paul said in the previous verses about how he and his fellow workers desired to visit the Thessalonians (see [2:17–20](../02/17.md)). If it would be helpful in your language, you could use a word or phrase that introduces an inference or result. Alternate translation: “As a result of that” or “Because of that”
3:1	amxf		rc://*/ta/man/translate/figs-explicit	μηκέτι στέγοντες	1	Here Paul implies that he and his fellow workers could no longer endure being separated from the Thessalonians and longing to see them. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “enduring our separation from you no longer” or “no longer enduring how we long to see you”
3:1	fqe3		rc://*/ta/man/translate/grammar-connect-logic-result	στέγοντες	1	Here, the word **enduring** could introduce: (1) the reason why Paul and his fellow workers **thought it good to be left behind**. Alternate translation: “since we could endure it” (2) the time when Paul and his fellow workers **thought it good to be left behind**. Alternate translation: “when we could endure it”
3:1	n47x		rc://*/ta/man/translate/figs-exclusive	μηκέτι στέγοντες, ηὐδοκήσαμεν καταλειφθῆναι	1	Here Paul could be saying that: (1) Paul, Silvanus, and Timothy could endure no longer and together decided that Paul and Silvanus should stay in Athens. Alternate translation: “enduring it no longer, Silvanus, Timothy, and I thought it good that Silvanus and I should be left behind” (2) Paul, Silvanus, and Timothy could endure no longer and together decided that Paul should stay in Athens by himself. Alternate translation: “enduring it no longer, Silvanus, Timothy, and I though it good that I should be left behind” (3) only Paul could endure no longer and himself decided that he should stay in Athens by himself. In this case, Paul uses the plural form to refer to himself only. Alternate translation: “enduring it no longer, I thought it good that I should be left behind”
3:1	ml5t		rc://*/ta/man/translate/figs-activepassive	καταλειφθῆναι	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “to remain” or “to have everyone else leave us behind”
3:1	jvh4		rc://*/ta/man/translate/translate-names	Ἀθήναις	1	The word **Athens** is the name of a city. It was one of the most important cities in the country we call Greece.
3:2	vsoo		rc://*/ta/man/translate/figs-exclusive	ἐπέμψαμεν Τιμόθεον & ἡμῶν	1	Here, the words **we** and **our** do not include the Thessalonians. Make sure that your translation fits with how you chose to translate “we” in the previous verse. In this verse, the words **we** and **our** could refer to: (1) Paul and Silvanus. Alternate translation: “Silvanus and I sent Timothy, our” (2) just Paul. Alternate translation: “I sent Timothy, my”
3:2	r42r		rc://*/ta/man/translate/figs-explicit	ἐπέμψαμεν Τιμόθεον	1	Here Paul implies that he and Silvanus **sent Timothy** to visit the Thessalonians. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “we sent Timothy to you”
3:2	yyio		rc://*/ta/man/translate/figs-metaphor	τὸν ἀδελφὸν ἡμῶν	1	Paul is using the term **brother** to mean a person who shares the same faith with him. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “our believing friend”
3:2	lkvo		rc://*/ta/man/translate/figs-possession	διάκονον τοῦ Θεοῦ	1	Here, Paul is using the possessive form to describe a **servant** who could: (1) serve **God**. Alternate translation: “one who serves God” (2) serve other people for God’s sake. Alternate translation: “one who serves others for God’s sake”
3:2	wykn		rc://*/ta/man/translate/translate-textvariants	διάκονον τοῦ Θεοῦ	1	Many ancient manuscripts read **a servant of God**. The ULT follows that reading. Other ancient manuscripts read “a fellow worker of God.” Other ancient manuscripts read “fellow worker.” Other manuscripts read “a servant of God and our fellow worker.” If a translation of the Bible exists in your region, you may wish to use the reading that it uses. If a translation of the Bible does not exist in your region, you may wish to use the reading of the ULT.
3:2	dsnc		rc://*/ta/man/translate/figs-explicit	ἐν	1	The preposition **in** could refer to: (1) how Timothy works to preach the gospel. Alternate translation: “in preaching” (2) the means by which Timothy serves. Alternate translation: “by means of”
