Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
4:21	ca45		rc://*/ta/man/translate/translate-fraction	And half of them	1	Here **half** means one part out of two equal parts.
4:21	w4uu		rc://*/ta/man/translate/figs-merism	from the rising of the dawn until the coming out of the stars	1	Nehemiah is referring to the entire day by speaking of two extreme parts of it, the time when first light of morning appears and the time when it becomes dark enough to see the stars, in order to include everything in between. If it would be helpful in your language, you could express this meaning with a single phrase. Alternate translation: “at all times,” otherwise “from the time when the light of dawn appeared in the morning until the time when the stars appeared at night”
4:21	jl3h			from the rising of the dawn	1	This phrase refers to the daily appearance of light rising in the east in the early morning hours prior to the sun rising above the horizon. Alternate translation: “the first light of day”
4:21	ww7q		rc://*/ta/man/translate/figs-metaphor	the coming out of the stars	1	Here Nehemiah describes the appearing of the stars as if they **came out** of an enclosed container. Alternate translation: “the very beginning of the night”
4:22	j1fu		rc://*/ta/man/translate/figs-idiom	a man	1	In this context, **a man** means “each person” and more specifically “each worker.” As in 4:16, “young man” means servant. Alternate translation: “each worker and his servant”
4:22	r87p		rc://*/ta/man/translate/figs-explicit	in the midst of Jerusalem	1	This could be referring to workers who had come from nearby cities and towns to help rebuild the wall. It could also include people who lived in the Jerusalem area but whose homes were outside the city, such as local farmers. If it would be helpful in your language, you could say this explicitly. Alternate translation: “spend the night inside Jerusalem and not go home if they live outside the city”
4:22	gjm3			and they will be for us by night a guard and by day a worker	1	The idea is not that these men would be on guard duty all night and then work all day on the wall. Rather, their presence in the city would mean that a large number of defenders would be ready on short notice if needed. If it would be helpful in your language, you could say this explicitly. Alternate translation: “That way the city will have plenty of defenders even at night, and they can still work on the wall during the daytime”
4:23	llry		rc://*/ta/man/translate/grammar-connect-time-simultaneous	And neither	1	In this verse Nehemiah is describing something else that was also true of the conditions in Jerusalem during the time period he is describing. You can make this clear in your translation with an appropriate connecting word or phrase. Alternate translation: “At that time, neither”
4:23	g8mf		rc://*/ta/man/translate/figs-metonymy	nor my brothers	1	Here **brother** likely refers to Nehemiah’s close relatives. Elsewhere in the book he indicates that his brother Hanani lived in the city and that his relatives ate with him at the governor’s table ([1:2](../01/02.md), [5:14](../05/14.md), [7:2](../07/02.md)). Alternate translation: “nor my relatives”
4:23	vfv3		rc://*/ta/man/translate/figs-idiom	nor my young men	1	As in [4:16](../04/16.md), this means “my servants.”
4:23	flyg		rc://*/ta/man/translate/translate-unknown	nor the men of the guard who were behind me	1	This likely refers to the personal bodyguard that the king would have assigned to Nehemiah when he appointed him to be the governor of Judah. (Nehemiah describes this appointment in [5:14](../05/14.md).) Alternate translation: “my personal bodyguard”
4:23	upc5		rc://*/ta/man/translate/figs-ellipsis	or a man his weapon at the water	1	Here the specific meaning of the Hebrew text is unknown, but Nehemiah is almost certainly leaving out some of the words that a sentence would normally have to have in order to be complete. He says that he and his relatives, servants, and bodyguards did not take off their clothes, **or anyone his weapon at the water.** This could mean that “no one took his weapon off even when he was washing himself” or that “no one took his weapon off even when going to get water.” If it would be helpful in your language, you could explain what “at the water” might mean, you could choose one of these possibilities. Alternate translation: “Each of us always had our weapons with us, even when we were washing ourselves.”
4:23	v2e1		rc://*/ta/man/translate/figs-idiom	stripped off our clothes, or a man his weapon	1	In this context, **a man** means **anyone.**
5:intro	k7pb				0	# Nehemiah 5 General Notes\n\n## Religious and Cultural Concepts in This Chapter\n\n### Equality\n\nThe rich made money from the poor. The rich oppressed the poor by charging interest on loans. Because Nehemiah wanted to treat everyone fairly, he did not collect any taxes from them. This chapter also emphasizes that it was wrong to enslave a fellow Jew. (See: [[rc://*/tw/dict/bible/other/oppress]])\n\n### Governor\n\nNehemiah was a governmental leader in Jerusalem, but he was not a king. Jerusalem had a great deal of independence, but it was under the authority of the Persian king. The term “governor” reflects this idea, but a different term may be used in translation.
5:1	za4u		rc://*/ta/man/translate/grammar-connect-time-simultaneous	And there was	1	Nehemiah now relates something else that was happening even while the Jews were trying to rebuild the wall and defend themselves against their enemies. You can make this clear in your translation with an appropriate connecting word or phrase. Alternate translation: “Around this same time”
5:1	zmb8		rc://*/ta/man/translate/figs-abstractnouns	a great outcry of the people and their wives	1	**Outcry** is an abstract noun that refers to the complaints that the poorer Jews made to Nehemiah about how the wealthier and more powerful Jews were treating them. If it would be helpful in your language, you could translate the idea behind this word with a verb such as “complain.” Since Nehemiah says this was a “great” outcry, involving many serious grievances, you could intensify the verb with an adverb such as “bitterly.” Alternate translation: “many of the men and their wives complained bitterly”
5:1	czx5			the people and their wives	1	Here, **the people** seems to indicate certain men who lived in Jerusalem, since Nehemiah also mentions their wives. Alternate translation: “many of the men and their wives”
5:1	uqlp		rc://*/ta/man/translate/figs-metaphor	their brothers	1	Here, **brother** does not seem to mean biological brothers, but to refer to other members of the same people group. Alternate translation: “their fellow Jews”
5:1	c3po		rc://*/ta/man/translate/figs-doublet	their brothers, the Jews	1	These two short phrases mean similar things. Nehemiah uses them together to emphasize how inappropriate it was for people to treat members of their own group in the ways described. If it would be helpful in your language, you could combine these phrases. Alternate translation: “their fellow Jews”
5:2	u19u			And there were those who said	1	Verses 2, 3, 4, and 5 do not seem to be different complaints that people brought to Nehemiah separately. Rather, the whole group seems to be complaining that because they need to get food for their families, wealthier and more powerful Jews are exploiting them. They are forcing them to take mortgages and loans and even sell their children into slavery. Nehemiah is probably depicting one speaker after another in the crowd adding details to this picture. You could suggest this to the readers of your translation by introducing these comments with a translation such as, “some of them began to say”
5:2	i9kn			Our sons and our daughters, we are many	1	Alternate translation: “We have many children”
5:2	i5cb		rc://*/ta/man/translate/figs-synecdoche	And let us take grain	1	This does not mean only grain. The people complaining to Nehemiah are using one kind of food, grain, the staple of their diet, to refer to all the foods they would need to eat. Alternate translation: “we need food”
5:2	i7bq		rc://*/ta/man/translate/figs-explicit	And let us take grain	1	The implication is that because the families are large, a lot of food is needed. If it would be helpful in your language, you could say this explicitly. Alternate translation: “we need to get a lot of food”
5:2	ojue		rc://*/ta/man/translate/figs-doublet	so we can eat, and we can live	1	These two short phrases mean similar things. The people use them together to emphasize the urgency and importance of having food. If it would be helpful in your language, you could combine these phrases. Alternate translation: “to get enough food to stay alive”
5:3	hwfh		rc://*/ta/man/translate/figs-explicit	And there were those who said	1	(See the applicable note to [2:2](../02/02.md)) Alternate translation: “Others added”
5:3	dt2m		rc://*/ta/man/translate/translate-unknown	We are mortgaging our fields and our vineyards and our houses so we can get grain during the famine	1	It might be helpful to explain to your readers what a **mortgage** is, if you think they might not know. Alternate translation: “We have had to promise to give someone our fields, vineyards, and houses if we do not pay back the money we borrowed. We had to borrow the money to buy food during this time when food is scarce.”
5:4	r14f			And there were those who said	1	Different people in the crowd apparently continue to add details to the complaint. Alternate translation: “Still others said”
5:4	zurg		rc://*/ta/man/translate/figs-metonymy	We have borrowed silver	1	**Silver** here means “money.” Nehemiah is describing money by reference to the commodity that is being used as a means of exchange, silver. Alternate translation: “We have had to borrow money”
5:4	wi16		rc://*/ta/man/translate/translate-unknown	for the tribute of the king on our fields and our vineyards	1	**Tribute** means “taxes” here. Alternate translation: “the taxes that the king commanded us to pay on our fields and our vineyards”
5:5	zami		rc://*/ta/man/translate/grammar-connect-words-phrases	And now	1	This term indicates that the sentence that follows is a further development of the thought from the previous sentence.
5:5	z4ru		rc://*/ta/man/translate/figs-explicit	our flesh is as the flesh of our brothers, our sons are as their sons	1	Here the Jews are insisting that they are of the same Jewish descent as the other Jews and that they of the same importance as the others. If it would be helpful in your language, you could say this explicitly. Alternate translation: “Yet our families are Jews just like the other Jews’ families, and our children are just as important to us as their children are to them”
5:5	ff7r		rc://*/ta/man/translate/figs-abstractnouns	our flesh is as the flesh of our brothers, our sons are as their sons	1	These two phrases mean similar things. The people complaining to Nehemiah are using the repetition to emphasize how shameful it is for the wealthy and powerful to sell their own fellow Jews into slavery. If it would be helpful in your language, you could combine these phrases. Alternate translation: “And we are Jews, just like the people who are doing these things to us!”
5:5	pcwk			our flesh is as the flesh of our brothers, our sons are as their sons	1	You could move this sentence to the end of the verse, since it is the culmination of the argument.
5:5	w1ot		rc://*/ta/man/translate/figs-metaphor	our brothers	1	Here, **brother** describes the Jews who are exploiting their poor and vulnerable fellow Jews. Alternate translation: “And we are Jews, just like the people who are doing these things to us!”
5:5	oguf			And behold	1	**Behold** is a term meant to focus the attention of the listener on what the speaker is about to say. If it would be helpful to your readers, you could use some emphatic term or expression in your language that would have this same effect.
5:5	rdp9		rc://*/ta/man/translate/figs-explicit	we are putting our sons and our daughters into bondage as slaves. There are those even of our daughters who have been put into bondage	1	In this context, the construction **are putting** likely indicates that the poor are on the verge of selling their children into slavery. The next sentence shows that they have already done this in some instances. It appears that in this culture, in dire situations, girls were sold before boys, perhaps because they could become either domestic servants or concubines. A concubine was a woman who was both a slave and a secondary wife to her master. If it would be helpful in your language, you could express this statement that way. Alternate translation: “We are on the verge of selling our children into slavery. In fact, we have already sold some of our daughters as servants and concubines.”
5:5	z783		rc://*/ta/man/translate/grammar-connect-logic-result	and there is nothing to God in our hand, for our fields and our vineyards belong to others	1	If it would be helpful in your language, you could reverse the order of these phrases because the second phrase gives the reason why the first phrase is true. Alternate translation: “because our creditors took the fields and vineyards we pledged as security for loans, there is nothing else we can do in this situation.”
5:5	y2mq		rc://*/ta/man/translate/figs-idiom	and there is nothing to God in our hand	1	**There is nothing to God in our hand** is an idiom that means that the speaker does not have the power to do what they are describing. Alternate translation: “there is nothing else we can do in this situation”
5:5	jr7j		rc://*/ta/man/translate/figs-explicit	for our fields and our vineyards belong to others	1	The implication is that when the poor could not pay back their loans, their creditors took the fields and vineyards they had pledged as collateral. If it would be helpful in your language, you could say this explicitly. Alternate translation: “because our creditors took the fields and vineyards we pledged as security for loans.”
5:6	xcm3		rc://*/ta/man/translate/figs-metaphor	And it burned me extremely	1	Here Nehemiah says that his anger was a fire that burned inside of him. Alternate translation: “I got very angry”
5:6	ryx1		rc://*/ta/man/translate/figs-abstractnouns	when I heard their outcry and these words	1	**Outcry** is an abstract noun that refers to complaints that the poorer Jews made to Nehemiah about how the wealthier and more powerful Jews were treating them. You can translate the idea behind this word with a verb such as “complain.” Alternate translation: “when I heard how they were complaining”
5:6	some		rc://*/ta/man/translate/figs-doublet	their outcry and these words	1	These two short phrases mean similar things. They are used together to emphasize the urgency and severity of these complaints. You do not need to repeat both phrases in your translation if that would be confusing for your readers. Alternate translation: “everything that they were complaining about”
5:7	zk8g		rc://*/ta/man/translate/figs-personification	And my heart reigned over me	1	Here Nehemiah is speaking about his heart as if it were a living thing that could act like a king and rule over him. However, he is not saying that his feelings commanded his actions. (He says in the previous verse that he became very angry, but in the next verse he describes acting in a careful and deliberate manner.) Instead, this means that his heart “took counsel” with him, the way a king would take counsel with advisors. In effect, Nehemiah is saying that he talked the matter over with himself. Alternate translation: “I thought hard about what to do”
5:7	wxyz		rc://*/ta/man/translate/figs-metaphor	And my heart reigned over me	1	Here, the **heart** represents the thoughts and the will. Alternate translation: “I thought hard about what to do”
5:7	jawz			and I contended	1	**Contended** is a technical term that means “to bring charges.” It means to initiate a lawsuit that would require the defendants to answer for themselves publicly, in the presence of their fellow citizens. Alternate translation: “Then I brought charges”
5:7	o23t			the nobles & the prefects	1	See how you translated these terms in [2:16](../02/16.md). Alternate translation: “the leading citizens and the city officials”
5:7	dy73		rc://*/ta/man/translate/figs-idiom	You are lending interest	1	This expression means to charge interest when loaning money to another person. Alternate translation: “You are charging interest”
5:7	sn56		rc://*/ta/man/translate/figs-explicit	interest, a man against his brother	1	The Law of Moses specifically forbade charging interest on a loan to a fellow Jew. So this was not just an exploitive business practice, it was a violation of God’s Law. The rich and powerful Jews would certainly have been expected to know this. If it would be helpful in your language, you could say this explicitly. Alternate translation: “You are charging interest on loans to your fellow Jews. You know that is forbidden in the Law of Moses.”
5:7	f66g		rc://*/ta/man/translate/figs-idiom	a man against his brother	1	In this context, “a man” means “each person.” It does not mean only an adult male.
5:7	yibe		rc://*/ta/man/translate/figs-metaphor	a man against his brother	1	Here, **brother** could conceivably include even biological brothers, but in context it likely refers to fellow Jews. Alternate translation: “to your fellow Jews”
5:7	r7yl		rc://*/ta/man/translate/translate-unknown	And I put forth a great assembly against them	1	This means that, as part of conducting the lawsuit against these wealthy and powerful Jews, Nehemiah brought together a large group of their fellow citizens to hear the charges against them. This group was the “assembly.” Alternate translation: “I put them on trial in front of their fellow citizens”
5:7	u9u2		rc://*/ta/man/translate/figs-events	And I put forth a great assembly against them	1	To present the events in chronological order, if that would be helpful to your readers, you could put this before the previous sentence, which describes the first charge that Nehemiah brought at this trial.
5:8	o7o9		rc://*/ta/man/translate/figs-explicit	We ourselves, & have bought back	1	**We** likely means Nehemiah and his relatives, as in 4:23. If it would be helpful in your language, you could say this explicitly. Alternate translation: “My relatives and I have bought back”
5:8	a1b2		rc://*/ta/man/translate/figs-events	We & have bought back our brothers, the Jews, the ones who were sold to the nations	1	To present the events in chronological order, if that would be helpful to your readers, you could put the information that some Jews had to sell themselves into slavery before the information that Nehemiah and his relatives bought their freedom. Alternate translation: “Whenever our Jewish relatives have had to sell themselves into slavery to people from other nations … we have been buying them back”
5:8	o6o8			according to our ability	1	Alternate translation: “to the best of our ability”
5:8	q123		rc://*/ta/man/translate/figs-doublet	our brothers, the Jews	1	These two short phrases mean similar things. They are used together to emphasize that buying them back was an honorable and expected action. You do not need to repeat both phrases in your translation if that would be confusing for your readers. Alternate translation: “our Jewish relatives”
5:8	bszc		rc://*/ta/man/translate/figs-metaphor	our brothers	1	Here, **brother** likely refers to fellow Jews. Alternate translation: “our fellow Jews”
5:8	t5y7		rc://*/ta/man/translate/figs-activepassive	the Jews, the ones who were sold	1	You can say this with an active form, and you can say who did the action. Alternate translation: “our fellow Jews have had to sell themselves”
5:8	pzy8		rc://*/ta/man/translate/figs-explicit	But even you yourselves are selling your brothers, and they are being bought back by us	1	This means that they are selling their family members, both men and women, as slaves to their fellow Jews. The full meaning of this statement can be made clear. Alternate translation: “Now you are selling your own people to be slaves of your fellow Jews, so that they might later sell them back to us”
5:8	kn82		rc://*/ta/man/translate/figs-activepassive	the ones who were sold to the nations	1	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “who people had sold as slaves to the nations”
5:8	b1a1			But even & yourselves	1	This is an emphatic expression. Nehemiah uses it to show how serious the offense is. If it would be helpful in your language, you could indicate this emphasis in some way in your translation. Alternate translation: “you are actually”
5:8	b1a3		rc://*/ta/man/translate/figs-explicit	you & are selling your brothers	1	This means that the creditors were selling the debtors into slavery to recover the money they owed. If it would be helpful in your language, you could say this explicitly. Alternate translation: “you are actually selling your fellow Jews into slavery to get back the money they owe you”
5:8	b1a5		rc://*/ta/man/translate/figs-metaphor	your brothers	1	Here, **brother** likely refers to fellow Jews. Alternate translation: “your fellow Jews”
5:8	b1a7		rc://*/ta/man/translate/figs-activepassive	and they are being bought back by us	1	You can say this with an active form, and you can say who did the action. Alternate translation: “They are some of the very people we have been buying back!”
5:8	b1a9		rc://*/ta/man/translate/figs-explicit	Then they were silent, and they did not find a word	1	The implication is that the accused said nothing because they knew that Nehemiah’s charges were true. If it would be helpful in your language, you could say that explicitly. Alternate translation: “They knew that these charges were true, so they were silent. They could not answer a single word.”
5:8	ecd1		rc://*/ta/man/translate/figs-parallelism	Then they were silent, and they did not find a word	1	These two phrases mean similar things. Nehemiah uses the repetition to emphasize how completely guilty the accused people were. If it would be helpful in your language, you could combine these phrases. Alternate translation: “there was absolutely nothing they could say in response.”
5:9	lm7c			This thing that you are doing is not good	1	In this context, **good** does have a moral connotation. Nehemiah is saying more than that this is not a good idea. Alternate translation: “What you are doing is wrong!”
5:9	kr1t		rc://*/ta/man/translate/figs-rquestion	Should you not walk in the fear of our God, because of the reproach of the nations, our enemies	1	Nehemiah is making a statement, not asking a question. He does not expect the accused to give him reasons why they should not obey God. Instead, he is using the question form to emphasize how important it is for these wealthy and powerful Jews to stop doing these wrong things. Alternate translation: “You really ought to live your life in a way that honors God!”
5:9	v6ux		rc://*/ta/man/translate/figs-idiom	Should you not walk in the fear of our God	1	In this context, **fear** does not mean to be afraid. It means to show respect and reverence, specifically by obeying instead of disobeying. Alternate translation: “live your life in a way that honors God”
5:9	b1b1		rc://*/ta/man/translate/figs-idiom	you & walk	1	Here, **walk** is an idiom that describes a person’s conduct in life. Alternate translation: “live your life”
5:9	b1b3			because of the reproach of the nations, our enemies	1	This may be a reference to the way the enemies of the Jews were already mocking them, or to the way they would mock them if they learned of what was happening. It could mean both things. Alternate translation: “Otherwise, our enemies will mock us even more”
5:9	s7qt		rc://*/ta/man/translate/figs-abstractnouns	because of the reproach of the nations, our enemies	1	**Reproach** is an abstract noun that refers to the way the enemies of the Jews were mocking them. If it would be helpful in your language, you could translate the same idea with a verb such as “mock.” Alternate translation: “to keep the nations who are our enemies from mocking us”
5:9	b1b5		rc://*/ta/man/translate/figs-doublet	the nations, our enemies	1	These two short phrases mean similar things. Nehemiah uses them together to emphasize the identity and hostility of the people who are opposing the Jews. If it would be helpful in your language, you could combine them. Alternate translation: “our enemies”
5:10	b1b7		rc://*/ta/man/translate/figs-metaphor	Also, even I, my brothers, and my young men	1	As in [4:23](../04/23.md), this means, “I myself, my relatives, and my servants.” The term “brother” here likely includes one or more of Nehemiah’s biological brothers, but more generally it refers to his close relatives. Alternate translation: “I myself, my relatives, and my servants”
5:10	xbp5		rc://*/ta/man/translate/figs-explicit	are lending against them silver and grain	1	The implication is that Nehemiah and his companions are lending without charging any interest. If it would be helpful in your language, you could say this explicitly. Alternate translation: “have been lending money and grain to those in need without charging interest”
5:10	b1b9		rc://*/ta/man/translate/figs-metonymy	silver	1	**Silver** here means “money.” Nehemiah is describing money by reference to the commodity that is being used as a means of exchange, silver. Alternate translation: “money”
5:10	j3dq			Please, let us forsake this interest	1	It is clear from the context that **us** in this sentence does not mean Nehemiah and his companions, but rather the entire Jewish community, of which they are a part. Nehemiah could say to the defendants, accusingly, “You must stop charging interest!” But he includes himself and the entire community as a way of being encouraging rather than condemning. (This would be a use of “we/us” that includes the addressees. You should make this clear in your translation if your language makes that distinction.) Alternate translation: “All of us should stop charging interest on loans.”
5:11	vkz7			Please, & return to them	1	This is worded as a polite request, but it is really a demand. If it would be helpful in your language, you could express it with an imperative. “Give them back”
5:11	dim5		rc://*/ta/man/translate/figs-idiom	even today	1	This does not necessarily mean on this same day, but without waiting. Alternate translation: “Do it right away!”
5:11	b1c1		rc://*/ta/man/translate/translate-fraction	and a hundred of	1	In this context, this expression means “the hundredth part,” or one per cent. In this culture, this was likely charged monthly, so it would have amounted to 12% annual interest. In an economy that was based more on commodities than on cash, this would have been an exorbitant amount. If your culture typically calculates interest at an annual rate, you could express it that way here to help your readers understand the likely meaning. Alternate translation: “the 12% annual interest”
5:11	e9y2		rc://*/ta/man/translate/figs-metonymy	the silver	1	**Silver** means “money” here, as in verse 10. Alternate translation: “money”
5:11	b1c3		rc://*/ta/man/translate/figs-idiom	are lending against them	1	Alternate translation: “charging them” or “making them pay”
5:12	b1c5			And they said	1	**They** means the leading citizens and the city officials. Alternate translation: “These leaders replied”
5:12	q7t5		rc://*/ta/man/translate/figs-explicit	We will return	1	The implication is that they will return the fields, vineyards, olive orchards, and houses that they took from the poor, as Nehemiah demanded in [5:11](../05/11.md). If it would be helpful in your language, you could say this explicitly. Alternate translation: “We will give back their fields, vineyards, olive orchards, and houses”
5:12	i1gi			and we will seek nothing from them	1	Alternate translation: “And we will stop charging them interest”
5:12	e2yv		rc://*/ta/man/translate/grammar-connect-logic-result	we will do according to what you say	1	If it would be helpful in your language, you could put this statement first, since it is the reason for the results that follow, the return of property and the cancelling of interest. Alternate translation: “Yes, we will do what you say”
5:12	b1c7		rc://*/ta/man/translate/figs-explicit	And I called the priests, and I caused them to swear to do according to this word	1	The implication is that the priests would have these leaders swear an oath before God. If it would be helpful in your language, you could say this explicitly. Alternate translation: “Then I called the priests, and I made the leaders swear to God in front of them that they would do what they had promised.”
5:13	b1c9		rc://*/ta/man/translate/figs-metonymy	I shook out my bosom	1	**Bosom** here refers to Nehemiah’s robe. It refers specifically by association to the part that he could gather together in front of him to form a pouch. Alternate translation: “I shook out the folds of my robe”
5:13	neg1		rc://*/ta/man/translate/translate-symaction	I shook out my bosom	1	Nehemiah gathered his robe together in front of him, the way someone would if they wanted to carry something in its folds. Then he flung the robe open and shook it, so that anything that was in it would have scattered. By doing this, he demonstrated symbolically to the Jewish leaders what would happen to them if they broke the promise they made. Alternate translation: “I shook out the folds of my robe”
5:13	f5p4			Thus may God shake out from his house and from his labor every man who does not cause this word to stand. And thus may he be shaken out and emptied	1	Alternate translation: “In the same way, may God take away the home and all the possessions of anyone who does not keep this promise”
5:13	b1d1		rc://*/ta/man/translate/figs-gendernotations	every man	1	In this context, this expression means “anyone.” It could include women as well as men. Alternate translation: “anyone”
5:13	b1d3		rc://*/ta/man/translate/figs-personification	cause this word to stand	1	The **word** means the promise that the leaders have made and the oath they have taken to confirm it. Nehemiah is speaking of this promise as if it were a living thing that could stand, that is, stay in place rather than go away. Alternate translation: “keep this oath”
5:13	b1d5		rc://*/ta/man/translate/figs-doublet	from his house and from his labor	1	These two short phrases mean similar things. They are used together to express the totality of what a person owns. If it would be helpful in your language, you could combine them. Alternate translation: “everything he owns”
5:13	b1d7			and from his labor	1	**Labor** here refers to the “fruits of labor,” that is, the possessions that a person acquires through labor. Alternate translation: “all his possessions”
5:13	b1d9		rc://*/ta/man/translate/figs-parallelism	And thus may he be shaken out and emptied	1	This sentence repeats the meaning of the previous one. Nehemiah uses the repetition for emphasis. You would not need to use the same repetition in your translation if it were already clear that Nehemiah is speaking emphatically in the first sentence. However, you could also rephrase the meaning. Alternate translation: “Yes, may that person be separated from everything he owns”
5:13	b1e1		rc://*/ta/man/translate/figs-doublet	shaken out and emptied	1	These two short phrases mean similar things. They are used together to emphasize how completely Nehemiah wants God to punish anyone who breaks the oath. You do not need to repeat both phrases in your translation if that would be confusing for your readers. Alternate translation: “be separated from everything he owns”
5:13	b1e3			all the assembly	1	This means everyone who was there, both the leaders who were the defendants and the citizens Nehemiah had gathered to hear the charges against them. Alternate translation: “everyone who was there”
5:13	b1e5		rc://*/ta/man/translate/figs-idiom	Amen	1	This is an expression that means, “Truly, it is so.” It expresses agreement with what someone has just said. You could express the meaning with a phrase such as, “We agree!” Or you could use the Hebrew term and explain its meaning: “Amen! It is true.”
5:13	b1e7			And they praised Yahweh	1	Alternate translation: “they worshipped God”
5:13	b1e9			and the people did according to this word	1	**The people** means “the Jews.” “This word” means the promises they made. Alternate translation: “After that, none of the Jews took houses or fields to guarantee loans, and none of them charged interest”
5:14	zur1		rc://*/ta/man/translate/figs-explicit	Also	1	As explained in the note to [3:1](../03/01.md), in this book, Nehemiah is recording everything that he did to help the people of Judah. He hopes and prays that God will bless him for what he did. He has just described how he rescued the poor from foreclosures and interest. Now he is going to describe something further that he did to help them. If it would be helpful to your readers, you could say this explicitly. Alternate translation: “Here is something else I did to help the people”
5:14	b1f1			from the day that he appointed me to be their governor in the land of Judah, from year 20 & of Artaxerxes the king	1	This is background information that helps explain what Nehemiah will say next. Alternate translation: “Artaxerxes, the king of Persia, had appointed me to be the governor of the province of Judah during the twentieth year of his reign”
5:14	b1f3			from the day & even until year 32 of Artaxerxes the king	1	Alternate translation: “During the twelve years from that time until the thirty-second year of his reign”
5:14	b1f5		rc://*/ta/man/translate/figs-idiom	from the day	1	This is an idiom that means “from the time.” Alternate translation: “from that time”
5:14	ri8l		rc://*/ta/man/translate/translate-ordinal	from year 20 even until year 32	1	Alternate translation: “from the 20th year until the 32nd year of the reign of Artaxerxes as king” or “from year 20 until year 32 in the reign of Artaxerxes as king”
5:14	ga6u		rc://*/ta/man/translate/translate-numbers	twelve years	1	Alternate translation: “12 years” or “during those 12 years”
5:14	b1f7			I myself did not eat the bread of the governor, nor did my brothers	1	As Nehemiah explains in the next verse, he recognized that the people were poor and could not afford to provide very much for the expenses of the governor. If it would be helpful to your readers, you could say that explicitly here. Alternate translation: “Because I knew that the people were poor and could not afford to pay for it, I did not accept the governor’s food allowance, and I did not use it to feed my relatives”
5:14	i31d			I myself did not eat & did	1	Alternate translation: “I did not accept”
5:14	b1f9		rc://*/ta/man/translate/figs-synecdoche	the bread of the governor	1	Nehemiah is using bread to refer to the entire food allowance that he was entitled to as the governor of Judah. He is describing all the food by the name of one part of it, the bread. Alternate translation: “the food that the people provided for the governor” or “the governor’s food allowance”
5:14	nqt2		rc://*/ta/man/translate/figs-metaphor	nor & my brothers	1	As in [4:23](../04/23.md), **brother** here likely refers to Nehemiah’s actual brother Hanani and the other close relatives who were with him. Alternate translation: “and I did not use it to feed my relatives”
5:15	uu9k		rc://*/ta/man/translate/figs-doublet	But the former governors who were before my face	1	**Former** and **before my face** mean similar things. If it would be helpful in your language, you could combine them. Alternate translation: “The men who were governors before me”
5:15	b1g1		rc://*/ta/man/translate/figs-synecdoche	were before my face	1	Here **face** describes an entire person by reference to one part of them, the “face.” Alternate translation: “before me”
5:15	b1g3		rc://*/ta/man/translate/figs-metaphor	had been heavy on the people	1	Here Nehemiah speaks as if these governors had been a great burden that the people were carrying, making their lives very difficult. Alternate translation: “made life very difficult for the people”
5:15	b1g5		rc://*/ta/man/translate/figs-explicit	and they took from them bread and wine, after forty silver shekels	1	**After** indicates that the supplies of bread and wine were in addition to the money. Nehemiah is likely describing what the former governors required of the people each day. If it would be helpful in your language, you could say that explicitly. Alternate translation: “They demanded that they supply them with bread and wine and forty silver shekels every day.”
5:15	w4zk		rc://*/ta/man/translate/translate-bmoney	forty silver shekels	1	In ancient times, a silver shekel weighed about 11 grams or about a third of an ounce. You could try to express this in terms of modern money values, but if you did, that could cause your Bible translation to become outdated and inaccurate over time, since those values can change from year to year. Instead, you could say something general like “40 silver coins,” or give the equivalent weight, or use the biblical term in the text and give the weight in a note.
5:15	b1g7		rc://*/ta/man/translate/translate-numbers	forty silver shekels	1	Alternate translation: “forty silver shekels” or “40 pieces of silver”
5:15	b1g9			Also, their young men had acted dominantly over the people	1	Alternate translation: “Even their servants oppressed the people.”
5:15	egg7		rc://*/ta/man/translate/grammar-connect-logic-result	But I myself did not do thus, from the face of the fear of God	1	In this sentence, If it would be helpful in your language, you could put the reason before the result. Alternate translation: “But because of my fear of God, I did not take the food”
5:15	b1h1		rc://*/ta/man/translate/figs-metaphor	from the face of the fear of God	1	Here, **face** represents Nehemiah’s personal perception. “Fearing” God does not mean being afraid of God, but recognizing that God deserves respect and honor. Nehemiah is speaking of this perception figuratively, as if this recognition was always directly in front of him in a place where he could see it. He means that he was always aware of it. Alternate translation: “because I knew I needed to respect God”
5:16	gx42		rc://*/ta/man/translate/figs-metaphor	I held fast to the work of this wall	1	Nehemiah describes himself as **holding fast to**, meaning “holding onto,” the work of rebuilding the wall. This means that he was devoted to it, and he did not pursue other interests, including ones that could have made money for him. Alternate translation: “I devoted myself to the work of rebuilding of the wall”
5:16	lm7t			and we did not buy a field	1	**We** likely refers to Nehemiah and his relatives, since he mentions his servants next.
5:16	b1h3		rc://*/ta/man/translate/figs-synecdoche	and we did not buy a field	1	Nehemiah is using the term **field** to describe any kind of real property that he and his relatives might have bought. Verse 11 shows that this could have included not just fields but also things like vineyards, olive orchards, and houses. He is describing all real property by reference to one kind, a field. Alternate translation: “My relatives and I did not buy any property”
5:16	m3s9		rc://*/ta/man/translate/figs-explicit	and we did not buy a field	1	The implication is that they could have bought property cheaply because the poor were so desperate. If it would be helpful in your language, you could say this explicitly. Alternate translation: “My relatives and I did not buy any property, even though we could have gotten it cheaply because the poor were so desperate”
