Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
6:1-4	qhj7		rc://*/ta/man/translate/writing-background		0	# General Information:\n\nJesus had traveled from Jerusalem to Galilee. A crowd has followed him up a mountainside. Verses [1–4](../06/01.md) tell the setting of this part of the story. Use the natural form in your language for expressing background information.
6:1	el4l		rc://*/ta/man/translate/writing-newevent	After these things	1	This phrase, **After these things**, introduces a new event that happened some time after the events the story has just related. The story does not say how long after those events this new event happened. Use the natural form in your language for introducing a new event. Alternate translation: “Some time later”
6:1	z345		rc://*/ta/man/translate/figs-explicit	of the Sea of Galilee (of Tiberias	1	The **Sea of Galilee** was called by several names, one of which was Sea **of Tiberias**. (See: [[rc://*/tw/dict/bible/names/seaofgalilee]]) If having two different names for the same place would be confusing in your language, you could state this explicitly. Alternate translation: “of the Sea of Galilee (also known as the Sea of Tiberias)”
6:2	ebel		rc://*/ta/man/translate/grammar-collectivenouns	a great crowd	1	See how you translated **crowd** in [5:13](../05/13.md).
6:2	g6zm			signs	1	See how you translated **signs** in [2:11](../02/11.md). See also the discussion of **signs** in Part 3 of the General Introduction to the Gospel of John. Alternate translation: “significant miracles”
6:4	ri55		rc://*/ta/man/translate/writing-background	Now the Passover, the festival of the Jews, was near	1	In this verse John briefly stops telling about the events in the story in order to give background information about when the events happened. Use the natural form in your language for expressing background information. Alternate translation: “This event took place near the time of the Passover, the festival of the Jews”
6:5	thts		rc://*/ta/man/translate/grammar-connect-time-sequential	Then	1	**Then** here could mean: (1) what follows is the next event in the story. Alternate translation: “Next” (2) what follows is the result of what happened in the previous verses. Alternate translation: “Therefore,”
6:5	cxta		rc://*/ta/man/translate/figs-idiom	having lifted up his eyes	1	Here, “lifted up his eyes” is an idiom that means to look upward. See how you translated a similar phrase in [4:35](../04/35.md).
6:5	v4hi		rc://*/ta/man/translate/grammar-collectivenouns	a great crowd	1	See how you translated **crowd** in [5:13](../05/13.md).
6:5	pzhc		rc://*/ta/man/translate/figs-pastforfuture	says	1	Here John uses the present tense in past narration in order to call attention to a development in the story.
6:6	cj58		rc://*/ta/man/translate/writing-background	But he said this, testing him, for he himself knew what he was going to do	1	In this verse John briefly stops telling about the events in the story in order to explain why Jesus asked Philip where to buy bread. Use the natural form in your language for expressing background information. Alternate translation: “Now he said this at that time to test him, for he himself knew what he was going to do”
6:6	sr0p		rc://*/ta/man/translate/grammar-connect-logic-goal	testing him	1	Here John is stating the purpose for which Jesus asked Philip the question in the previous verse. In your translation, follow the conventions of your language for purpose clauses. Alternate translation (without a comma preceding): “so that he could test Philip”
6:6	rrco		rc://*/ta/man/translate/writing-pronouns	him	1	Here, **him** refers to Philip. If it would be helpful in your language, you could state this explicitly. Alternate translation: “Philip”
6:6	uk6t		rc://*/ta/man/translate/figs-rpronouns	he himself knew	1	Here, John uses the reflexive pronoun **himself** to make clear that the word **he** refers to Jesus. If it would be helpful in your language, you could express the meaning explicitly. Alternate translation: “Jesus himself knew”
6:7	z3gj		rc://*/ta/man/translate/translate-bmoney	200 denarii {worth} of bread	1	The word **denarii** is the plural form of “denarius.” It was a denomination of money in the Roman Empire that was equivalent to one days’ wages. Alternate translation: “The amount of bread that cost 200 days’ wages”
6:8	i0cw		rc://*/ta/man/translate/translate-names	of Simon Peter	1	See how you translated the name **Simon Peter** in [1:40](../01/40.md).
6:8	diq0		rc://*/ta/man/translate/figs-pastforfuture	says	1	Here John uses the present tense in past narration in order to call attention to a development in the story.
6:9	k3k6		rc://*/ta/man/translate/translate-unknown	five barley bread loaves	1	The grain **barley** was a common grain eaten by the poor in Israel because it was cheaper than wheat. (See: [[rc://*/tw/dict/bible/other/barley]]) They would bake the barley into **bread loaves**, which are lumps of flour dough that a person has shaped and baked. Alternate translation: “five loaves of barley bread”
6:9	xwu8		rc://*/ta/man/translate/figs-rquestion	what are these to so many	1	Andrew is using the question form to emphasize that they do not have enough food to feed everyone.If it would be helpful in your language, you could translate his words as a statement or an exclamation and communicate the emphasis in another way. Alternate translation: “these are not enough to feed so many!”
6:10	hnaw		rc://*/ta/man/translate/figs-quotations	Jesus said, “Make the men sit down	1	If it would be helpful in your language, you could express this as an indirect quotation. Alternate translation: “Jesus said to make the men sit down”
6:10	n9ft		rc://*/ta/man/translate/figs-gendernotations	the men	1	Although the term **men** is masculine, Jesus uses the word here in a generic sense that includes both men and women. Alternate translation: “the people”
6:10	v4h0		rc://*/ta/man/translate/figs-infostructure		1	If it would be natural in your language, you could reverse the order of these phrases. Alternate translation: “So the men sat down, about 5,000 in number. (Now there was a lot of grass in the place.)”
6:10	pf33		rc://*/ta/man/translate/writing-background	Now there was a lot of grass in the place	1	John briefly stops telling about the events in the story in order to give background information about the place where this event happened. Use the natural form in your language for expressing background information. Alternate translation: “The place where the people were all coming together had a lot of grass”
6:10	iz32			So the men sat down, about 5,000 in number	1	Here, **men** refers specifically to adult males. Although the term for “men” used earlier in this verse refers to a group that included men, women, and children, here John is counting only the **men**.
6:11	l6pm		rc://*/ta/man/translate/translate-unknown	the loaves	1	This means **loaves** of bread, which are lumps of flour dough that a person has shaped and baked. These **loaves** are those five barley **loaves** mentioned in verse [9](../06/09.md). If it would be helpful in your language, you could state this explicitly. Alternate translation: “the five loaves of barley bread”
6:11	mnw3		rc://*/ta/man/translate/figs-ellipsis	having given thanks	1	John leaves out some words that a sentence would need in many languages to be complete. If it would be helpful in your language, you could supply these words from the context. Alternate translation: “having given thanks to God for the food”
6:11	wi9d		rc://*/ta/man/translate/figs-synecdoche	he gave them	1	Here, **he** refers to “Jesus and his disciples.” Alternate translation: “Jesus and his disciples gave them”
6:11	ib37		rc://*/ta/man/translate/figs-explicit	the fish	1	These **fish** are the two **fish** mentioned in verse [9](../06/09.md). If it would be helpful in your language, you could state this explicitly. Alternate translation: “those two small fish”
6:12	leym		rc://*/ta/man/translate/figs-activepassive	they were filled	1	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “they had finished eating” or “they had filled themselves”
6:12	z5o3		rc://*/ta/man/translate/figs-pastforfuture	he says	1	Here John uses the present tense in past narration in order to call attention to a development in the story.
6:12	qp1n		rc://*/ta/man/translate/figs-quotations	he says to his disciples, “Gather up	1	If it would be helpful in your language, you could express this as an indirect quotation. Alternate translation: “he says to his disciples to gather up”
6:13	h64z		rc://*/ta/man/translate/translate-unknown	baskets	1	Here, **baskets** refers to large baskets that were used for carrying food and goods while traveling. If your language has a word for this kind of basket, you could use it here. Alternate translation: “large traveling baskets”
6:14	d7lp		rc://*/ta/man/translate/figs-gendernotations	the men	1	Although the term **men** is masculine, John uses the word here in a generic sense that includes both men and women. Alternate translation: “the people”
6:14	gmat			having seen the sign he did	1	This clause could refer to: (1) the time that they said the words which follow in the verse. Alternate translation: “at the time they saw the sign he did” (2) the reason that they said what follows in the verse. Alternate translation: “because they saw the sign he did”
6:14	nlw1		rc://*/ta/man/translate/figs-explicit	the sign	1	Here, **sign** refers to the Jesus miraculously feeding the large crowd that was described in verses [5–13](../06/05.md). If it would be helpful in your language, you could express the meaning explicitly. Alternate translation: “the sign of miraculously feeding the large crowd that”
6:14	g8zb		rc://*/ta/man/translate/figs-explicit	the Prophet coming into the world	1	Here, **the Prophet** refers to a prophet the Jews were waiting for, based on God’s promise to send a prophet like Moses, which is recorded in Deuteronomy 18:15. If your readers will not be familiar with this Old Testament reference, you could state this explicitly. Alternate translation: “the Prophet whom God said he would send into the world”
6:15	rfbr			having realized that they were about to come	1	This clause could refer to: (1) the time that Jesus decided to withdraw. Alternate translation: “at the time he realized that they were about to come” (2) the reason that Jesus decided to withdraw. Alternate translation: “because he realized that they were about to come”
6:15	hg4f		rc://*/ta/man/translate/figs-rpronouns	by himself alone	1	Here John uses the reflexive pronoun **himself** to emphasize that Jesus was completely alone. Use a way that is natural in your language to indicate this emphasis. Alternate translation: “completely alone”
6:16	qb23				0	# Connecting Statement:\n\nThis is the next event in the story. Jesus’ disciples go out onto the Sea of Galilee in a boat.
6:16	tmzf		rc://*/ta/man/translate/figs-explicit	the sea	1	Here and throughout this chapter, **sea** refers to the Sea of Galilee. If this might confuse your readers, you could express the meaning explicitly, as modeled by UST.
6:17	fkj2		rc://*/ta/man/translate/writing-background	and darkness had already happened, but Jesus had not yet come to them	1	In these clauses John provides background information about the situation in order to help readers understand what happens in this story. Use the natural form in your language for expressing background information.
6:18	q5f7		rc://*/ta/man/translate/grammar-connect-logic-result	A strong wind was blowing, and the sea was being aroused	1	The first clause about the wind indicates the reason the **sea was being aroused** in the second clause. If it would be helpful in your language, you could express the meaning explicitly. Alternate translation: “Because a strong wind was blowing, the sea was being aroused”
6:18	pms3		rc://*/ta/man/translate/figs-metaphor	was being aroused	1	John uses **aroused** to refer to the wind causing the sea to become turbulent. If this might confuse your readers, you could express the meaning plainly. Alternate translation: “was being stirred up”
6:18	z381		rc://*/ta/man/translate/figs-activepassive	the sea was being aroused	1	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “the wind was causing the sea to be aroused”
6:19	xx7d		rc://*/ta/man/translate/translate-unknown	having rowed	1	The boats used on the Sea of Galilee usually had positions for two, four, or six people who sat together and **rowed** with oars on each side of the boat. If your readers would not be familiar with rowed boats, you could state this explicitly. Alternate translation: “having propelled the boat through the water by using oars”
6:19	sgf4		rc://*/ta/man/translate/translate-bdistance	about 25 or 30 stadia	1	The word **stadia** is the plural of “stadium,” which is a Roman measurement of distance equivalent to about 185 meters or a little over 600 feet. If it would be helpful to your readers, you could express this in terms of modern measurements, either in the text or a footnote. Alternate translation: “about four and a half or five and a half kilometers” or “about three or three and a half miles”
6:19	diko		rc://*/ta/man/translate/figs-pastforfuture	they see	1	Here John uses the present tense in past narration in order to call attention to a development in the story.
6:20	tjg9		rc://*/ta/man/translate/figs-pastforfuture	says	1	Here John uses the present tense in past narration in order to call attention to a development in the story.
6:21	qtw5		rc://*/ta/man/translate/figs-explicit	they were willing to receive him into the boat	1	It is implied that Jesus got **into the boat**. If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “they gladly received him into the boat”
6:22	v8cn		rc://*/ta/man/translate/grammar-collectivenouns	the crowd	1	See how you translated **crowd** in [5:13](../05/13.md).
6:22	ho60		rc://*/ta/man/translate/figs-explicit	on the other side of the sea	1	Here, **the other side of the sea** refers to the side of the Sea of Galilee where Jesus had fed the crowd. It does not refer to the side of the Sea of Galilee that he and his disciples arrived at in the previous verse. If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “on the side of the sea where Jesus performed the miracle”
6:22	mhjh		rc://*/ta/man/translate/figs-explicit	there was no other boat there except one	1	Here, **one** refers to the boat that the disciples had taken to cross the Sea of Galilee. If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “there was no other boat there except the one that the disciples had taken”
6:23	w7qu		rc://*/ta/man/translate/writing-background	Other boats came from Tiberias close to the place where they had eaten the bread loaves	1	In this verse John provides background information about the story. The day after Jesus miraculously fed the crowd, some **boats** with people from **Tiberias** came to see Jesus. However, Jesus and his disciples had left that place the night before. Use the natural form in your language for expressing background information. Alternate translation: “Other boats came with people from Tiberias close to the place where the crowd had eaten the bread loaves”
6:23	hwtc		rc://*/ta/man/translate/figs-explicit	the Lord	1	Here, **the Lord** refers to Jesus. It does not refer to God the Father. If this might confuse your readers, you could express the meaning explicitly, as modeled by the UST.
6:23	sqke		rc://*/ta/man/translate/figs-ellipsis	after the Lord had given thanks	1	John leaves out some words that a sentence would need in many languages to be complete. If it would be helpful in your language, you could supply these words from the context. Alternate translation: “after the Lord had given thanks to God for the food”
6:24	vad6		rc://*/ta/man/translate/grammar-connect-logic-result	Therefore	1	**Therefore** indicates that this verse is the result of what happened in verse [22](../06/22.md). This verse resumes the narrative that was interrupted by the background information in the previous verse. If it would be helpful in your language, you could express the meaning explicitly. Alternate translation: “Because Jesus and his disciples had gone to the other side of the Sea of Galilee”
6:24	f7t2		rc://*/ta/man/translate/grammar-collectivenouns	the crowd	1	See how you translated **crowd** in [5:13](../05/13.md).
6:24	cql6		rc://*/ta/man/translate/figs-pastforfuture	are	1	Here John uses the present tense in past narration in order to call attention to a development in the story.
6:24	fecq		rc://*/ta/man/translate/figs-explicit	into the boats	1	These **boats** are the **boats** mentioned in the previous verse. If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “into the boats that had come from Tiberias”
6:24	o7vs		rc://*/ta/man/translate/grammar-connect-logic-goal	seeking Jesus	1	Here John is stating the purpose for which the crowd went to Capernaum. If it would be helpful in your language, you could state this explicitly. Alternate translation (without a comma preceding): “so that they could seek Jesus”
6:25	tnms		rc://*/ta/man/translate/figs-explicit	on the other side of the sea	1	Here, **on the other side** refers to the side of the Sea of Galilee that is opposite the side where Jesus had miraculously fed the crowd. If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “on the opposite side of the sea from where Jesus had fed the crowd”
6:26	f8j4		rc://*/ta/man/translate/figs-doublet	Truly, truly, I say to you	1	Jesus uses this phrase to emphasize the truth of the statement that follows. See how you translated this phrase is in [1:51](../01/51.md).
6:26	l9ws			signs	1	See how you translated this term in [2:11](../02/11.md). See also the discussion of **signs** in Part 3 of the General Introduction to the Gospel of John. Alternate translation: “significant miracles”
6:26	yef5		rc://*/ta/man/translate/figs-activepassive	were filled	1	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “filled yourselves”
6:27	hmfw		rc://*/ta/man/translate/figs-extrainfo	for the food that endures to eternal life	1	Here Jesus is using the word **food** to refer to himself, because he is the source of salvation, the One who gives **eternal life** to all who trust him. Jesus lasts forever, and so does the **eternal life** that he gives. However, the crowd does not understand this, and Jesus does not tell them this plainly at this time. Therefore, you do not need to explain its meaning further here.
6:27	plfi		rc://*/ta/man/translate/figs-ellipsis	for the food that endures to eternal life	1	John records Jesus leaving out a word that a clause would need in many languages to be complete. If it would be helpful in your language, you could supply this word from the previous clause. Alternate translation: “work for the food that endures to eternal life”
6:27	w74i		rc://*/ta/man/translate/figs-123person	the Son of Man will give & this one	1	These two expressions are all refer to Jesus. He is referring to himself in the third person. If it would be helpful in your language, you could translate this in the first person. Alternate translation: “I, the Son of Man, will give … me”
6:27	czb3		rc://*/ta/man/translate/figs-distinguish	which the Son of Man will give you	1	This phrase could give further information about: (1) “the food that endures to eternal life.” Alternate translation: “that is, the food the Son of Man will give you” (2) “eternal life.” Alternate translation: “that is, the life the Son of Man will give you”
6:27	b94w		rc://*/ta/man/translate/guidelines-sonofgodprinciples	Son of Man & God the Father	1	**Son of Man** and **God the Father** are important titles that describe the relationship between Jesus and God.
6:27	bric		rc://*/ta/man/translate/figs-explicit	the Son of Man	1	See how you translated **the Son of Man** in [1:51](../01/51.md).
6:27	gf9q		rc://*/ta/man/translate/figs-idiom	has set his seal on this one	1	To “**set** a **seal**” on something means to place a mark on it in order to show to whom it belongs or to certify its authenticity. Here, the phrase is used as an idiom and could mean: (1) that the Father approves of the Son in every way. Alternate translation: “has affirmed his approval of him” (2) that the Son belongs to the Father. Alternate translation: “has affirmed that the Son belongs to him”
6:29	he3q		rc://*/ta/man/translate/figs-explicit	This is the work of God: that you would believe in the one whom that one has sent	1	Here, Jesus says which **work** one must do in order to receive “the food that endures to eternal life” that was mentioned in verse [27](../06/27.md). This **work** is not any kind of labor or deed that can be done, but it is faith in Jesus, which is a gift from God ([Ephesians 2:8–9](../eph/02/08.md)). If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “This is the work of God that is required to receive the food that endures to eternal life: that you believe in the one whom that one has sent”
6:29	aevl		rc://*/ta/man/translate/figs-123person	the one whom that one has sent	1	This phrase refers to Jesus. He is referring to himself in the third person. If it would be helpful in your language, you could translate this in the first person, as in the UST.
6:29	z1u9		rc://*/ta/man/translate/writing-pronouns	that one has sent	1	Here, **that one** refers to God the Father. If it would be helpful in your language, you could state this explicitly. Alternate translation: “God has sent”
6:31	t3jt		rc://*/ta/man/translate/figs-explicit	Our fathers ate the manna in the wilderness	1	In this verse, John assumes that his readers will know that the crowd is referring to a story recorded in the Old Testament book of Exodus. In that story, the Israelites complained against Moses and Aaron because they were hungry. God responded by providing a flake-like food that fell from the sky and could be baked into bread. The people called this flake-like food “manna.” (See: [[rc://*/tw/dict/bible/kt/manna]]) You could indicate this explicitly if it would be helpful to your readers, particularly if they would not know the story. Alternate translation: “Our fathers ate the manna when they were wandering in the wilderness after leaving Egypt”
6:31	gye7		rc://*/ta/man/translate/figs-metaphor	Our fathers	1	The crowd used **fathers** to refer to their ancestors. If this might confuse your readers, you could express the meaning plainly. Alternate translation: “Our ancestors” or “Our forefathers”
6:31	jz9p		rc://*/ta/man/translate/figs-activepassive	it is written	1	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “the prophets wrote in the Scriptures”
6:31	bc59		rc://*/ta/man/translate/writing-quotations	it is written	1	Here the crowd uses **it is written** to introduce a quotation from an Old Testament book ([Psalm 78:24](../../psa/78/24.md)). If it would be helpful in your language, you could use a comparable phrase that indicates that the crowd is quoting from an important text. Alternate translation: “it was written in the scriptures”
6:31	gzqv		rc://*/ta/man/translate/figs-quotesinquotes	it is written, ‘He gave them bread from heaven to eat	1	If it would be helpful in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: “it is written that he gave them bread from heaven to eat”
6:31	fjoo		rc://*/ta/man/translate/writing-pronouns	He gave them bread from heaven to eat	1	**He** here could refer to: (1) Moses, in which case the crowd was mistakenly quoting a scripture about God and applying it to Moses. This is possible because Jesus says in the next verse, “Moses has not given you the bread from heaven.” Alternate translation: “Moses gave them bread from heaven to eat” (2) God, which is who it referred to in the scripture the crowd is quoting. Alternate translation: “God gave them bread from heaven to eat”
6:31	iiaz		rc://*/ta/man/translate/figs-synecdoche	bread	1	Here, John records the crowd using the word **bread** to represent food in general that is needed to sustain life. The manna that God gave the Israelites from heaven was not **bread**, but a food that could be baked into **bread**. If this might confuse your readers, you could express the meaning plainly. Alternate translation: “food”
6:32	e6s1		rc://*/ta/man/translate/figs-doublet	Truly, truly, I say to you	1	Jesus uses this phrase to emphasize the truth of the statement that follows. See how you translated this phrase in [1:51](../01/51.md).
6:32	qgs7			Moses has not given you	1	Here John records Jesus speaking in a way that emphasizes that **Moses** was not the source of manna in the wilderness. He seems to be correcting the crowd’s incorrect understanding of the scripture they quoted in the previous verse. Use whatever form best communicates this kind of negative emphasis in your language. Alternate translation: “Moses was not the one who has given you”
6:32	qwcf		rc://*/ta/man/translate/figs-synecdoche	the bread	1	Here John records Jesus using the word **bread** to represent food in general that is needed to sustain life. See how you translated this word in the previous verse.
6:32	xwqx		rc://*/ta/man/translate/figs-explicit	but my Father gives	1	This phrase serves two purposes. First, it implies that the **Father**, not Moses, was the source of the bread from heaven mentioned by the crowd in the previous verse. Second, it indicates that the **Father** is still giving bread from heaven, although not the kind of bread the crowd is expecting. If this might confuse your readers, you could express the meaning explicitly. You may also want to start a new sentence. Alternate translation: “Rather, my Father has given that bread and now gives”
6:32	ega4		rc://*/ta/man/translate/figs-extrainfo	my Father gives you the true bread from heaven	1	Here Jesus is using **true bread** to refer to himself. However, the crowd does not understand this, and Jesus does not tell them this plainly until verse [35](../06/35.md). Therefore, you do not need to explain its meaning further here.
6:32	c73l		rc://*/ta/man/translate/guidelines-sonofgodprinciples	my Father	1	**Father** is an important title for God.
6:32	an7w		rc://*/ta/man/translate/figs-synecdoche	bread	2	See how you translated the word **bread** earlier in this verse and in the previous verse.
6:33	ri0m		rc://*/ta/man/translate/figs-extrainfo	the bread of God is	1	Here Jesus is using **bread** to refer to himself. However, the crowd does not understand this, and Jesus does not tell them this plainly until verse [35](../06/35.md). Therefore, you do not need to explain its meaning further here.
6:33	sajx		rc://*/ta/man/translate/figs-possession	the bread of God	1	This phrase could mean: (1) the bread came from God. Alternate translation: “the bread that God gives” (2) the bread belongs to God. Alternate translation: “God’s bread”
6:33	sfbk		rc://*/ta/man/translate/figs-extrainfo	the one coming down from heaven	1	This phrase refers to Jesus. However, the crowd does not understand this and Jesus does not tell them this plainly at this time. Therefore, you do not need to explain its meaning further here.
6:33	rrf5		rc://*/ta/man/translate/figs-explicit	life	1	Here, **life** refers to eternal life. If this might confuse your readers, you could express the meaning explicitly, as modeled in the UST.
6:33	k897		rc://*/ta/man/translate/figs-metonymy	to the world	1	Here, **the world** refers to the people who live in it. If this might confuse your readers, you could express the meaning plainly. Alternate translation: “the people living in the world”
6:34	j26s			Sir	1	The crowd calls Jesus **Sir** in order to show respect or politeness. (See: [[rc://*/tw/dict/bible/kt/lord]])
6:34	z9zv		rc://*/ta/man/translate/figs-synecdoche	bread	1	Here, **bread** could refer to: (1) food in general, as the word was used by the crowd in [6:31](../06/31.md). This would mean that the crowd did not understand that Jesus was calling himself the bread from heaven. Alternate translation: “food” (2) some gift from God of which the crowd was uncertain. This would mean that the crowd recognized that Jesus was talking about something more spiritual than mere food but did not understand that he was talking about himself. Alternate translation: “heavenly food”
6:35	cr2m		rc://*/ta/man/translate/figs-exmetaphor	I am the bread of life	1	John records Jesus continuing the **bread** metaphor to refer to himself. In Jesus’ culture, **bread** was the primary food people ate to stay alive. Just as **bread** is necessary for sustaining physical life, Jesus is necessary for giving spiritual life. If it would be helpful in your language, you could state this explicitly or with a simile. Alternate translation: “Just as food keeps you physically alive, I can give you spiritual life”
6:35	yq25		rc://*/ta/man/translate/figs-possession	the bread of life	1	Jesus uses **of life** to the source of the **life** about which he is speaking. If this is not clear in your language, you could express the meaning explicitly. Alternate translation: “the bread that produces life”
6:35	hvpi		rc://*/ta/man/translate/figs-explicit	of life	1	Here, **life** refers to eternal life. If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “of eternal life”
6:35	lgpu		rc://*/ta/man/translate/figs-exmetaphor	The one coming to me will certainly not hunger, and the one believing in me will certainly not ever thirst	1	Jesus speaks about the person who trusts in him by continuing the metaphor of food that he began in verse [32](../06/32.md). If it would be helpful to your readers, you could express this metaphor as a simile. Alternate translation: “The one coming to me will be like a person who never gets hungry, and the one believing in me will be like a person who never gets thirsty”
6:35	fpgo		rc://*/ta/man/translate/figs-doublet	The one coming to me will certainly not hunger, and the one believing in me will certainly not ever thirst	1	These two clauses mean basically the same thing. The repetition is used to emphasize that anyone who trusts in Jesus will never lack spiritual satisfaction. If it would be helpful in your language, you could combine these phrases. Alternate translation: “The one who trusts me will certainly never lack spiritual satisfaction again”
6:35	a7my		rc://*/ta/man/translate/figs-explicit	The one coming to me	1	Here, **coming** does not mean to merely come near Jesus. It means to believe in him and be his disciple. If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “The one coming to be my disciple”
6:35	kh35		rc://*/ta/man/translate/figs-litotes	will certainly not hunger, & will certainly not ever thirst	1	John records Jesus using a figure of speech twice in the same verse to express a strong positive meaning by using a negative word together with a word that has the opposite of the intended meaning. If this is confusing in your language, you can express the meaning positively. Alternate translation: “will always be full … will always have his thirst quenched”
6:37	vpz8		rc://*/ta/man/translate/guidelines-sonofgodprinciples	Father	1	**Father** is an important title for God.
6:37	n6bk		rc://*/ta/man/translate/figs-explicit	will come to me, & the one coming to me	1	In this verse, **come** and **coming** do not mean to merely come near Jesus, but they mean to believe in him and be his disciple. If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “will come to be my disciples … the one coming to be my disciple”
6:37	i92s		rc://*/ta/man/translate/figs-litotes	the one coming to me I will certainly not throw out	1	Jesus is using a figure of speech here to expresses a strong positive meaning by using a negative word together with a word that means the opposite of the intended meaning. If this is confusing in your language, you can express the meaning positively. Alternate translation: “I will keep everyone who comes to me”
6:38	z84i		rc://*/ta/man/translate/grammar-connect-logic-result	For	1	# Connecting Statement:\n\n**For** introduces the reason why Jesus will not throw out anyone who comes to him. If it would be helpful in your language, you could express the meaning explicitly. Alternate translation: “This is true because”
6:38	cpi9		rc://*/ta/man/translate/figs-explicit	of the one having sent me	1	Here, **the one who sent me** refers to God. See how you translated it in [4:34](../04/34.md).
6:39	uqjy		rc://*/ta/man/translate/figs-explicit	of the one having sent me	1	Here, **the one who sent me** refers to God. See how you translated this phrase in [4:34](../04/34.md).
6:39	x5c1		rc://*/ta/man/translate/figs-litotes	I would not lose from it anyone whom	1	Jesus is using a figure of speech here to expresses a strong positive meaning by using a negative word together with a word that means the opposite of the intended meaning. If this is confusing in your language, you can express the meaning positively. Alternate translation: “I should keep all of them whom he has given”
6:39	p8s0		rc://*/ta/man/translate/writing-pronouns	I would not lose from it & but will raise it up	1	Here, **it** refers to the whole group of believers as a whole. If it would be helpful in your language, you could state this explicitly or use a plural pronoun. Alternate translation: “I would not lose from the group of believers … but will raise that group up” or “I would not lose from them … but will raise them up”
6:39	j7q6		rc://*/ta/man/translate/figs-idiom	will raise it up	1	Here, to **raise** up is an idiom for causing someone who has died to become alive again. If it would be helpful in your language, you could state this explicitly. Alternate translation: “will cause them to live again”
6:39	npma		rc://*/ta/man/translate/figs-explicit	on the last day	1	Here, **the last day** refers to “the day of the Lord,” which is the time when God judges everyone, Jesus returns to earth, and the bodies of those who are dead are raised from their graves. (See: [[rc://*/tw/dict/bible/kt/dayofthelord]]) If it would be helpful to your readers, you could state this explicitly. Alternate translation: “on the day when I return and judge everyone”
6:40	wnou		rc://*/ta/man/translate/grammar-connect-logic-result	For this is the will of my Father, that everyone	1	**For** introduces the reason for the Father’s will that Jesus stated in the previous verse. If it would be helpful in your language, you could express the meaning explicitly. Alternate translation: “What I have just said is my Father’s will, because his will is also that everyone”
6:40	b84t		rc://*/ta/man/translate/guidelines-sonofgodprinciples	of my Father	1	**Father** is an important title for God.
6:40	cb1a		rc://*/ta/man/translate/figs-metaphor	everyone seeing the Son	1	Jesus uses **sees** to refer to understanding something. If this might confuse your readers, you could express the meaning plainly. Alternate translation: “everyone who understands who the Son is”
6:40	mpm2		rc://*/ta/man/translate/figs-idiom	I will raise him up	1	Here, to **raise** up is an idiom for causing someone who has died to become alive again. See how you translated this term in the previous verse.
6:40	r8rr		rc://*/ta/man/translate/figs-explicit	on the last day	1	Here, **the last day** refers to “the day of the Lord,” which is the time when God judges everyone, Jesus returns to earth, and the bodies of those who are dead are raised from their graves. (See: [[rc://*/tw/dict/bible/kt/dayofthelord]]) See how you translated this phrase in the previous verse. Alternate translation: “on the day when I return and judge everyone”
6:41	t91b				0	# Connecting Statement:\n\nThe Jewish leaders interrupt Jesus as he is speaking to the crowd. His conversation with these Jewish leaders is in verses [41–58](../06/41.md).
6:41	e216		rc://*/ta/man/translate/figs-synecdoche	Then the Jews	1	Here and to the end of this chapter, **the Jews** refers to the Jewish leaders. See how you translated this term in [1:19](../01/19.md).
6:41	wwa5		rc://*/ta/man/translate/figs-metaphor	I am the bread	1	Here the Jewish leaders paraphrase what Jesus said in verse [33](../06/33.md). See how you translated **bread** and **come down from heaven** in verse [33](../06/33.md).
6:42	bm3w		rc://*/ta/man/translate/figs-rquestion	Is not this Jesus, the son of Joseph, whose father and mother we know	1	Here the Jewish leaders are using the form of a question to emphasize that they believe that Jesus is just a normal person. If it would be helpful in your language, you could translate these words as a statement or an exclamation, and communicate the emphasis in another way. Alternate translation: “This is just Jesus, the son of Joseph, whose father and mother we know!”
6:42	i81r		rc://*/ta/man/translate/figs-rquestion	How then does he now say, ‘I have come down from heaven	1	Here the Jewish leaders are using the form of a question to emphasize that they do not believe that Jesus came from heaven. If it would be helpful in your language, you could translate these words as a statement or an exclamation and communicate the emphasis in another way. Alternate translation: “He is lying when he says that he came from heaven!”
6:42	z0zh		rc://*/ta/man/translate/figs-quotesinquotes	How then does he now say, ‘I have come down from heaven	1	If it would be helpful in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: “How then does he now say that he has come down from heaven?”
